customer_id,tenure_months,contract_type,network_type,monthly_bill,total_call_duration,days_since_recharge,network_drops,complaints,churn_label
TEL-14158,13,Month-to-Month,4G,35.52,476,22,0,1,0
TEL-14159,4,Month-to-Month,4G,31.52,400,31,3,0,0
TEL-14160,55,1-Year,4G,67.44,414,42,7,0,0
TEL-14161,31,Month-to-Month,4G,60.29,588,26,0,0,0
TEL-14162,10,2-Year,5G,32.01,628,31,1,0,0
TEL-14163,34,Month-to-Month,4G,97.54,498,27,2,0,0
TEL-14164,32,Month-to-Month,4G,77.29,475,30,2,0,0
TEL-14165,7,Month-to-Month,4G,39.92,316,27,0,4,0
TEL-14166,59,Month-to-Month,4G,22.16,360,28,1,0,0
TEL-14167,16,Month-to-Month,5G,22.95,772,27,0,0,0
TEL-14168,30,1-Year,4G,76.31,736,30,3,1,0
TEL-14169,41,Month-to-Month,5G,66.11,395,16,0,3,0
TEL-14170,41,1-Year,4G,27.5,440,24,2,0,0
TEL-14171,54,Month-to-Month,4G,88.73,735,36,1,0,0
TEL-14172,3,1-Year,4G,83.45,429,30,0,3,0
TEL-14173,25,Month-to-Month,4G,40.8,315,34,2,0,1
TEL-14174,47,1-Year,4G,56.42,242,19,4,1,0
TEL-14175,49,,4G,100.69,481,23,0,0,0
TEL-14176,11,2-Year,5G,89.64,0,85,3,1,1
TEL-14177,25,1-Year,4G,61.79,282,27,1,0,0
TEL-14178,62,Month-to-Month,4G,36.13,846,34,4,0,0
TEL-14179,62,2-Year,4G,115.86,0,115,1,0,1
TEL-14180,29,Month-to-Month,4G,86.6,568,47,5,3,1
TEL-14181,42,Month-to-Month,4G,87.81,423,34,0,0,1
TEL-14182,59,Month-to-Month,5G,33.63,377,22,0,0,0
TEL-14183,27,1-Year,5G,72.63,467,16,7,0,0
TEL-14184,63,Month-to-Month,5G,30.08,758,37,1,0,0
TEL-14185,12,2-Year,4G,81.12,0,87,0,2,1
TEL-14186,57,1-Year,5G,80.55,571,30,3,0,0
TEL-14187,11,Month-to-Month,4G,99.93,738,27,0,1,0
TEL-14188,23,1-Year,4G,110.33,499,21,0,4,0
TEL-14189,52,1-Year,5G,99.03,604,9,1,3,0
TEL-14190,5,Month-to-Month,4G,35.84,390,39,1,0,1
TEL-14191,36,1-Year,5G,35.25,621,33,0,0,0
TEL-14192,60,,4G,34.96,567,43,5,1,0
TEL-14193,59,Month-to-Month,4G,49.35,564,21,0,0,0
TEL-14194,39,Month-to-Month,4G,20.42,446,26,3,2,0
TEL-14195,49,Month-to-Month,4G,60.19,706,37,1,0,0
TEL-14196,69,Month-to-Month,5G,49.81,396,25,2,0,0
TEL-14197,1,2-Year,4G,44.74,729,45,0,0,0
TEL-14198,27,Month-to-Month,4G,95.43,396,32,0,0,0
TEL-14199,4,1-Year,5G,20.05,512,21,0,0,0
TEL-14200,48,1-Year,4G,97.06,323,31,0,0,0
TEL-14201,62,Month-to-Month,4G,59.47,788,27,0,2,0
TEL-14202,33,2-Year,5G,65.13,423,38,4,2,0
TEL-14203,21,Month-to-Month,5G,113.9,842,22,2,0,0
TEL-14204,64,1-Year,4G,60.99,518,25,1,0,0
TEL-14205,31,2-Year,4G,72.86,760,31,4,3,0
TEL-14206,20,Month-to-Month,4G,70.94,359,24,1,0,1
TEL-14207,40,1-Year,4G,35.93,431,15,1,1,0
TEL-14208,35,Month-to-Month,4G,48.46,644,1,1,2,1
TEL-14209,1,1-Year,4G,49.22,816,37,5,0,0
TEL-14210,3,2-Year,4G,101.55,366,32,0,0,0
TEL-14211,15,Month-to-Month,4G,55.03,501,14,1,0,0
TEL-14212,12,Month-to-Month,4G,34.41,437,42,0,0,0
TEL-14213,3,Month-to-Month,4G,113.45,553,33,2,2,0
TEL-14214,5,1-Year,4G,89.5,490,19,4,0,0
TEL-14215,64,Month-to-Month,4G,93.11,174,20,0,0,0
TEL-14216,51,Month-to-Month,5G,56.02,147,17,3,0,0
TEL-14217,1,Month-to-Month,4G,86.4,535,39,0,0,0
TEL-14218,56,Month-to-Month,4G,98.7,624,41,0,0,0
TEL-14219,9,2-Year,4G,95.41,669,19,3,0,0
TEL-14220,60,1-Year,5G,63.88,616,25,2,0,0
TEL-14221,1,Month-to-Month,4G,48.61,253,33,0,2,0
TEL-14222,59,,4G,115.92,310,36,0,0,0
TEL-14223,15,2-Year,5G,33.72,624,24,2,1,0
TEL-14224,59,Month-to-Month,5G,68.7,514,23,0,0,0
TEL-14225,23,Month-to-Month,5G,74.54,414,28,11,0,0
TEL-14226,23,Month-to-Month,4G,79.4,331,22,0,1,0
TEL-14227,61,2-Year,5G,92.99,333,28,1,2,0
TEL-14228,70,Month-to-Month,4G,83.84,352,33,0,0,0
TEL-14229,70,Month-to-Month,4G,31.81,540,29,0,0,0
TEL-14230,15,1-Year,4G,66.2,669,15,0,0,0
TEL-14231,55,1-Year,5G,101.62,347,19,7,3,0
TEL-14232,30,Month-to-Month,4G,66.51,995,18,1,2,0
TEL-14233,4,1-Year,4G,50.07,621,42,1,0,0
TEL-14234,11,Month-to-Month,4G,42.4,338,37,0,2,1
TEL-14235,1,Month-to-Month,4G,30.19,496,43,0,0,1
TEL-14236,46,Month-to-Month,4G,100.48,315,27,2,0,1
TEL-14237,9,2-Year,4G,51.58,340,29,0,0,0
TEL-14238,24,2-Year,4G,20.34,553,34,0,0,0
TEL-14239,16,,4G,104.98,229,17,0,0,0
TEL-14240,36,Month-to-Month,5G,102.32,714,36,0,0,0
TEL-14241,31,Month-to-Month,4G,27.07,470,21,1,0,1
TEL-14242,60,,4G,95.49,196,1,2,0,0
TEL-14243,64,Month-to-Month,4G,28.69,0,84,2,0,1
TEL-14244,44,Month-to-Month,4G,45.68,471,35,2,0,1
TEL-14245,50,2-Year,4G,32.13,321,33,1,0,0
TEL-14246,12,Month-to-Month,4G,80.78,742,30,2,1,1
TEL-14247,20,,5G,101.8,819,22,0,1,0
TEL-14248,9,1-Year,4G,101.15,586,37,5,0,1
TEL-14249,69,Month-to-Month,4G,103.46,496,26,0,0,0
TEL-14250,51,2-Year,4G,71.52,405,22,6,0,0
TEL-14251,35,1-Year,5G,57.32,682,40,0,0,0
TEL-14252,56,Month-to-Month,4G,20.06,0,84,0,2,1
TEL-14253,36,2-Year,5G,112.25,562,28,6,0,0
TEL-14254,55,1-Year,5G,65.4,691,27,2,2,0
TEL-14255,71,Month-to-Month,4G,70.9,600,4,0,0,1
TEL-14256,34,Month-to-Month,4G,22.63,368,35,1,2,1
TEL-14257,38,Month-to-Month,4G,103.47,253,27,5,0,1
TEL-14258,59,1-Year,4G,28.18,453,37,2,0,0
TEL-14259,68,Month-to-Month,4G,66.73,512,41,1,0,0
TEL-14260,70,Month-to-Month,5G,82.61,440,30,1,0,0
TEL-14261,41,1-Year,4G,21.4,112,24,0,4,0
TEL-14262,58,Month-to-Month,4G,40.72,536,35,0,1,1
TEL-14263,44,2-Year,4G,113.13,468,26,7,0,0
TEL-14264,50,2-Year,4G,74.83,752,1,8,2,1
TEL-14265,39,,4G,107.03,634,21,0,0,0
TEL-14266,20,1-Year,5G,92.77,505,10,0,0,0
TEL-14267,61,Month-to-Month,4G,28.17,442,28,5,3,1
TEL-14268,2,2-Year,4G,116.1,593,41,0,0,0
TEL-14269,39,2-Year,4G,34.81,458,33,0,2,0
TEL-14270,6,2-Year,4G,114.5,580,37,3,1,0
TEL-14271,44,Month-to-Month,4G,117.59,424,18,1,0,0
TEL-14272,60,1-Year,4G,100.74,437,19,1,2,0
TEL-14273,18,Month-to-Month,4G,96.22,502,33,0,2,1
TEL-14274,34,Month-to-Month,5G,66.63,445,27,2,0,0
TEL-14275,65,1-Year,5G,82.37,514,20,1,0,0
TEL-14276,19,Month-to-Month,5G,42.91,459,17,0,0,0
TEL-14277,62,2-Year,4G,45.69,424,24,3,1,0
TEL-14278,50,2-Year,4G,102.97,356,14,6,1,0
TEL-14279,28,Month-to-Month,5G,79.44,356,42,2,1,0
TEL-14280,49,Month-to-Month,4G,103.76,325,22,4,1,0
TEL-14281,65,Month-to-Month,5G,108.85,810,20,0,0,0
TEL-14282,61,Month-to-Month,4G,88.88,363,27,3,0,0
TEL-14283,6,2-Year,4G,53.47,478,30,5,0,0
TEL-14284,25,Month-to-Month,4G,113.57,472,13,4,1,0
TEL-14285,31,1-Year,5G,117.33,634,37,4,0,0
TEL-14286,23,,5G,52.15,543,34,0,0,0
TEL-14287,66,Month-to-Month,4G,108.72,368,16,1,3,0
TEL-14288,24,1-Year,4G,55.27,0,95,0,1,1
TEL-14289,57,1-Year,5G,117.83,620,20,0,0,0
TEL-14290,57,1-Year,4G,67.63,540,23,0,0,0
TEL-14291,35,2-Year,4G,106.06,746,30,1,0,0
TEL-14292,69,Month-to-Month,5G,115.45,489,9,2,3,0
TEL-14293,4,Month-to-Month,5G,23.32,338,39,2,2,0
TEL-14294,41,,5G,113.88,534,43,1,0,0
TEL-14295,21,Month-to-Month,4G,77.9,403,16,0,0,1
TEL-14296,3,,4G,62.41,507,23,2,0,0
TEL-14297,9,Month-to-Month,5G,41.65,688,1,0,2,0
TEL-14298,53,1-Year,5G,54.56,673,29,8,0,0
TEL-14299,18,,5G,86.33,499,35,0,0,0
TEL-14300,67,Month-to-Month,5G,76.68,416,39,1,0,0
TEL-14301,68,Month-to-Month,4G,64.03,400,19,1,0,0
TEL-14302,28,Month-to-Month,4G,33.42,585,24,0,1,0
TEL-14303,62,Month-to-Month,4G,68.68,750,30,5,3,1
TEL-14304,7,Month-to-Month,4G,88.52,685,20,0,0,0
TEL-14305,54,Month-to-Month,4G,79.02,861,21,4,0,0
TEL-14306,16,1-Year,4G,112.46,548,26,0,0,0
TEL-14307,36,Month-to-Month,5G,48.06,734,14,1,3,0
TEL-14308,7,2-Year,4G,51.99,591,25,1,0,0
TEL-14309,10,Month-to-Month,5G,80.03,392,43,0,0,0
TEL-14310,44,Month-to-Month,4G,96.63,253,44,0,1,0
TEL-14311,24,Month-to-Month,4G,34.92,500,27,0,1,1
TEL-14312,51,Month-to-Month,5G,46.13,232,31,0,0,0
TEL-14313,42,,4G,46.18,507,43,0,1,0
TEL-14314,47,Month-to-Month,4G,78.96,492,14,0,0,1
TEL-14315,4,1-Year,4G,76.95,734,17,2,0,0
TEL-14316,33,Month-to-Month,4G,96.64,569,29,1,0,0
TEL-14317,16,Month-to-Month,4G,105.72,88,30,0,0,0
TEL-14318,59,Month-to-Month,4G,88.61,577,30,0,0,0
TEL-14319,71,Month-to-Month,5G,106.8,674,19,2,0,0
TEL-14320,2,Month-to-Month,4G,97.6,522,37,6,1,1
TEL-14321,60,1-Year,4G,56.92,444,46,0,1,0
TEL-14322,28,Month-to-Month,4G,21.6,522,25,1,0,0
TEL-14323,23,Month-to-Month,5G,40.35,911,39,0,0,0
TEL-14324,34,1-Year,4G,77.15,449,33,4,1,0
TEL-14325,52,1-Year,4G,69.85,579,10,7,1,0
TEL-14326,18,2-Year,4G,47.76,536,25,3,0,0
TEL-14327,28,1-Year,4G,60.05,666,31,1,0,0
TEL-14328,37,Month-to-Month,4G,65.96,258,30,2,2,0
TEL-14329,38,1-Year,5G,30.46,652,38,0,4,0
TEL-14330,9,1-Year,4G,34.24,0,109,0,0,1
TEL-14331,20,Month-to-Month,5G,31.96,455,37,0,0,1
TEL-14332,42,2-Year,5G,44.62,504,20,0,0,1
TEL-14333,68,Month-to-Month,5G,113.87,444,32,2,0,0
TEL-14334,7,Month-to-Month,4G,89.98,343,32,2,0,0
TEL-14335,41,1-Year,5G,70.88,499,39,0,0,0
TEL-14336,54,1-Year,4G,46.2,432,30,2,0,0
TEL-14337,58,1-Year,5G,58.94,723,34,2,0,0
TEL-14338,17,Month-to-Month,5G,72.22,427,13,8,0,0
TEL-14339,21,Month-to-Month,5G,110.6,642,26,1,0,1
TEL-14340,43,Month-to-Month,4G,87.18,710,42,2,0,0
TEL-14341,18,Month-to-Month,5G,64.86,534,12,0,1,0
TEL-14342,13,1-Year,5G,117.27,474,40,2,0,0
TEL-14343,68,Month-to-Month,4G,60.83,431,26,1,3,0
TEL-14344,2,Month-to-Month,4G,53.98,401,20,0,0,0
TEL-14345,30,Month-to-Month,5G,79.77,453,34,6,0,0
TEL-14346,33,Month-to-Month,4G,76.12,721,32,1,0,0
TEL-14347,25,Month-to-Month,4G,84.36,529,27,0,1,0
TEL-14348,43,Month-to-Month,5G,25.23,587,17,5,0,1
TEL-14349,43,Month-to-Month,4G,55.08,515,8,0,0,0
TEL-14350,64,Month-to-Month,4G,34.98,453,28,0,1,1
TEL-14351,17,Month-to-Month,4G,74.32,380,22,0,1,0
TEL-14352,59,Month-to-Month,5G,59.27,570,28,5,4,1
TEL-14353,37,Month-to-Month,4G,37.8,386,24,0,1,1
TEL-14354,38,2-Year,4G,84.11,573,19,0,1,0
TEL-14355,40,Month-to-Month,4G,60.13,421,20,0,0,0
TEL-14356,64,Month-to-Month,5G,98.01,292,27,4,2,0
TEL-14357,4,2-Year,4G,61.02,514,28,2,0,0
TEL-14358,42,,4G,51.07,773,46,0,1,0
TEL-14359,18,Month-to-Month,4G,82.34,638,18,1,1,0
TEL-14360,9,Month-to-Month,5G,23.48,227,37,0,0,0
TEL-14361,16,Month-to-Month,5G,91.08,317,24,0,1,0
TEL-14362,5,1-Year,4G,105.54,236,21,2,0,0
TEL-14363,39,Month-to-Month,4G,55.19,600,37,1,0,0
TEL-14364,47,Month-to-Month,5G,101.06,548,21,1,1,0
TEL-14365,23,2-Year,5G,114.41,409,40,1,0,0
TEL-14366,21,Month-to-Month,5G,26.27,736,13,3,3,1
TEL-14367,68,,5G,80.88,448,50,1,2,0
TEL-14368,71,Month-to-Month,4G,43.95,775,29,3,0,0
TEL-14369,49,Month-to-Month,4G,25.07,382,37,5,2,0
TEL-14370,37,Month-to-Month,4G,21.34,496,31,1,0,0
TEL-14371,14,Month-to-Month,4G,22.22,486,43,3,0,0
TEL-14372,58,Month-to-Month,4G,97.16,306,26,3,2,1
TEL-14373,28,1-Year,4G,32.36,386,25,2,0,0
TEL-14374,71,Month-to-Month,5G,111.47,568,37,0,0,0
TEL-14375,32,Month-to-Month,5G,93.63,415,20,0,3,0
TEL-14376,21,Month-to-Month,4G,86.73,687,38,0,1,0
TEL-14377,10,1-Year,4G,91.99,360,38,0,0,0
TEL-14378,48,Month-to-Month,4G,112.79,763,11,0,0,0
TEL-14379,17,Month-to-Month,4G,118.38,343,35,0,0,1
TEL-14380,16,Month-to-Month,5G,98.83,0,84,0,1,1
TEL-14381,67,1-Year,4G,95.04,760,34,0,1,0
TEL-14382,34,1-Year,5G,62.48,470,19,0,0,0
TEL-14383,41,,4G,76.3,471,19,3,1,0
TEL-14384,9,Month-to-Month,4G,75.05,599,29,0,0,0
TEL-14385,70,Month-to-Month,4G,96.85,462,19,0,0,0
TEL-14386,65,Month-to-Month,5G,115.0,467,29,1,0,0
TEL-14387,1,Month-to-Month,4G,118.26,501,32,1,1,0
TEL-14388,14,Month-to-Month,4G,68.06,372,39,0,0,0
TEL-14389,1,1-Year,4G,61.26,471,20,4,1,0
TEL-14390,59,,5G,101.5,413,29,1,0,0
TEL-14391,1,Month-to-Month,4G,113.98,525,16,0,0,0
TEL-14392,31,Month-to-Month,4G,79.92,489,21,0,1,1
TEL-14393,36,Month-to-Month,4G,112.5,185,33,4,1,0
TEL-14394,46,1-Year,5G,100.33,499,36,0,1,0
TEL-14395,37,1-Year,5G,108.7,549,28,0,0,0
TEL-14396,7,Month-to-Month,4G,55.82,507,8,1,0,0
TEL-14397,42,Month-to-Month,4G,77.55,636,42,0,0,0
TEL-14398,11,Month-to-Month,5G,45.67,481,36,1,3,0
TEL-14399,56,1-Year,4G,83.63,850,31,0,0,0
TEL-14400,42,1-Year,5G,23.24,263,18,7,1,0
TEL-14401,50,Month-to-Month,4G,36.65,422,19,1,2,0
TEL-14402,28,Month-to-Month,4G,89.18,579,3,3,0,0
TEL-14403,65,1-Year,5G,70.19,560,25,2,1,0
TEL-14404,22,Month-to-Month,4G,90.8,375,17,0,0,1
TEL-14405,30,Month-to-Month,4G,65.53,511,18,0,1,0
TEL-14406,22,Month-to-Month,4G,37.61,866,43,8,0,0
TEL-14407,58,1-Year,5G,74.13,359,34,3,0,0
TEL-14408,39,1-Year,4G,94.9,669,28,3,0,0
TEL-14409,20,Month-to-Month,4G,31.4,277,43,1,1,0
TEL-14410,27,Month-to-Month,4G,55.63,554,44,2,0,0
TEL-14411,34,Month-to-Month,4G,104.89,796,23,2,1,0
TEL-14412,1,Month-to-Month,5G,96.93,939,24,0,0,0
TEL-14413,23,Month-to-Month,4G,72.18,603,40,6,0,0
TEL-14414,71,Month-to-Month,4G,28.64,0,103,4,0,1
TEL-14415,41,Month-to-Month,4G,115.35,641,28,0,3,1
TEL-14416,52,2-Year,5G,83.18,576,34,0,1,0
TEL-14417,5,2-Year,4G,38.39,799,22,0,0,0
TEL-14418,4,1-Year,4G,35.72,99,30,1,0,0
TEL-14419,44,Month-to-Month,4G,96.37,381,27,0,1,0
TEL-14420,58,2-Year,4G,91.32,412,29,0,0,0
TEL-14421,40,1-Year,4G,58.65,0,96,0,1,1
TEL-14422,36,Month-to-Month,4G,22.41,463,26,5,0,1
TEL-14423,20,Month-to-Month,4G,94.01,395,29,0,0,0
TEL-14424,36,1-Year,5G,73.34,259,15,1,0,0
TEL-14425,15,Month-to-Month,4G,78.76,472,33,1,0,1
TEL-14426,10,2-Year,4G,65.84,202,15,4,0,0
TEL-14427,12,Month-to-Month,5G,41.46,532,30,0,0,0
TEL-14428,48,2-Year,4G,115.32,329,20,4,0,0
TEL-14429,65,2-Year,4G,37.23,656,27,0,0,0
TEL-14430,69,1-Year,4G,83.88,370,32,5,1,0
TEL-14431,61,1-Year,5G,68.88,341,29,1,0,0
TEL-14432,7,Month-to-Month,5G,115.45,261,26,6,0,0
TEL-14433,59,1-Year,4G,27.2,1001,40,0,0,0
TEL-14434,61,Month-to-Month,4G,80.96,551,35,1,3,0
TEL-14435,12,2-Year,4G,30.12,241,24,2,0,0
TEL-14436,55,1-Year,4G,25.52,301,23,0,0,0
TEL-14437,21,Month-to-Month,5G,64.38,541,16,0,0,0
TEL-14438,40,1-Year,4G,112.25,408,27,0,0,0
TEL-14439,55,2-Year,5G,26.18,649,11,0,0,0
TEL-14440,56,1-Year,4G,117.25,250,12,1,0,0
TEL-14441,65,2-Year,4G,95.06,747,28,1,4,0
TEL-14442,35,Month-to-Month,5G,73.68,347,14,3,0,0
TEL-14443,30,1-Year,5G,44.89,258,28,2,1,0
TEL-14444,32,1-Year,4G,22.64,320,23,0,0,0
TEL-14445,2,Month-to-Month,4G,57.18,448,45,1,0,0
TEL-14446,14,,5G,115.79,764,24,6,0,1
TEL-14447,55,Month-to-Month,5G,89.13,411,32,1,0,0
TEL-14448,49,Month-to-Month,4G,30.24,606,30,0,0,0
TEL-14449,48,2-Year,5G,24.54,652,26,2,4,0
TEL-14450,47,,4G,86.98,887,33,3,0,0
TEL-14451,10,,4G,65.73,317,25,0,0,0
TEL-14452,1,Month-to-Month,4G,66.66,413,27,0,0,0
TEL-14453,33,,4G,115.81,480,39,0,0,0
TEL-14454,69,1-Year,4G,96.65,245,42,1,1,0
TEL-14455,70,Month-to-Month,5G,113.23,528,31,4,1,0
TEL-14456,68,Month-to-Month,5G,96.79,545,27,0,1,0
TEL-14457,45,1-Year,5G,113.97,391,48,0,1,0
TEL-14458,69,2-Year,5G,93.05,414,36,2,0,0
TEL-14459,68,Month-to-Month,4G,110.69,451,47,0,0,0
TEL-14460,3,Month-to-Month,4G,85.33,646,22,9,1,0
TEL-14461,56,Month-to-Month,4G,46.94,795,31,0,1,0
TEL-14462,55,Month-to-Month,4G,77.18,484,27,0,2,0
TEL-14463,10,Month-to-Month,5G,96.95,351,36,1,1,0
TEL-14464,71,Month-to-Month,4G,54.13,342,31,1,1,0
TEL-14465,27,Month-to-Month,5G,118.96,256,32,0,1,0
TEL-14466,54,2-Year,4G,45.01,559,27,1,0,0
TEL-14467,71,1-Year,5G,37.95,347,27,1,2,0
TEL-14468,66,2-Year,4G,55.07,698,35,3,1,0
TEL-14469,20,Month-to-Month,5G,27.08,0,100,1,2,1
TEL-14470,25,Month-to-Month,4G,89.15,405,29,1,1,0
TEL-14471,31,2-Year,4G,98.03,568,38,0,0,0
TEL-14472,24,1-Year,4G,55.43,261,29,0,0,0
TEL-14473,15,1-Year,4G,44.13,706,27,5,4,0
TEL-14474,54,Month-to-Month,5G,115.65,544,45,6,3,1
TEL-14475,18,Month-to-Month,5G,49.01,472,29,1,1,0
TEL-14476,7,1-Year,5G,103.29,714,22,1,3,0
TEL-14477,20,1-Year,5G,73.2,332,19,1,4,0
TEL-14478,21,1-Year,4G,89.43,886,21,0,0,0
TEL-14479,1,2-Year,4G,37.57,395,22,0,4,0
TEL-14480,20,1-Year,4G,83.23,588,30,0,0,0
TEL-14481,36,2-Year,4G,64.84,704,33,0,1,0
TEL-14482,69,2-Year,5G,22.46,440,27,0,1,0
TEL-14483,12,1-Year,4G,46.02,368,9,2,0,0
TEL-14484,40,1-Year,4G,21.45,719,43,0,0,0
TEL-14485,36,1-Year,4G,79.65,361,22,0,0,0
TEL-14486,37,Month-to-Month,5G,26.98,577,24,1,3,0
TEL-14487,54,1-Year,5G,48.9,643,33,1,0,0
TEL-14488,53,Month-to-Month,5G,42.17,344,18,3,1,0
TEL-14489,53,1-Year,4G,66.4,483,30,0,0,0
TEL-14490,34,1-Year,4G,119.33,436,17,4,0,0
TEL-14491,63,Month-to-Month,4G,71.25,477,42,0,1,0
TEL-14492,20,1-Year,5G,78.35,0,109,0,0,1
TEL-14493,51,2-Year,4G,92.31,310,38,1,2,0
TEL-14494,53,2-Year,5G,85.23,0,85,1,1,1
TEL-14495,7,Month-to-Month,4G,102.28,172,7,1,1,1
TEL-14496,34,1-Year,5G,108.61,281,28,1,2,0
TEL-14497,7,Month-to-Month,4G,71.94,389,22,1,0,1
TEL-14498,48,Month-to-Month,4G,93.71,505,27,0,0,1
TEL-14499,40,1-Year,5G,41.19,184,43,2,0,0
TEL-14500,3,Month-to-Month,4G,26.39,516,23,0,1,1
TEL-14501,21,,5G,86.32,352,30,2,1,0
TEL-14502,43,Month-to-Month,4G,119.17,444,12,4,0,0
TEL-14503,18,Month-to-Month,4G,47.18,321,29,0,1,0
TEL-14504,51,1-Year,5G,24.95,632,25,2,0,0
TEL-14505,67,1-Year,4G,108.45,778,24,0,0,0
TEL-14506,33,Month-to-Month,4G,109.28,628,42,0,2,0
TEL-14507,65,2-Year,4G,99.21,637,15,2,1,0
TEL-14508,14,Month-to-Month,4G,78.32,564,24,1,3,0
TEL-14509,56,2-Year,4G,113.12,518,51,1,0,0
TEL-14510,9,Month-to-Month,5G,25.66,588,23,4,0,0
TEL-14511,49,1-Year,4G,53.68,699,29,0,0,0
TEL-14512,67,1-Year,4G,105.72,473,4,1,3,0
TEL-14513,31,Month-to-Month,5G,28.85,516,38,5,0,0
TEL-14514,13,Month-to-Month,4G,46.05,688,36,0,0,0
TEL-14515,44,Month-to-Month,4G,34.8,308,38,1,1,0
TEL-14516,6,Month-to-Month,4G,56.37,634,34,3,0,0
TEL-14517,35,1-Year,4G,55.66,673,40,2,0,0
TEL-14518,20,2-Year,4G,69.43,396,34,3,2,0
TEL-14519,34,1-Year,4G,76.21,752,37,3,0,0
TEL-14520,67,Month-to-Month,4G,36.46,591,27,2,2,0
TEL-14521,49,2-Year,4G,47.61,424,31,1,0,0
TEL-14522,62,1-Year,4G,83.5,574,24,0,0,0
TEL-14523,33,2-Year,5G,89.02,487,13,1,1,0
TEL-14524,45,Month-to-Month,4G,96.69,0,62,2,0,1
TEL-14525,53,Month-to-Month,4G,90.87,503,22,1,1,0
TEL-14526,40,Month-to-Month,5G,116.29,527,37,0,0,0
TEL-14527,33,Month-to-Month,5G,31.99,395,20,4,0,0
TEL-14528,65,Month-to-Month,4G,59.38,451,26,0,0,0
TEL-14529,37,Month-to-Month,4G,33.63,199,35,14,0,1
TEL-14530,40,1-Year,4G,57.52,674,29,7,1,0
TEL-14531,22,1-Year,4G,107.21,356,17,2,0,0
TEL-14532,50,Month-to-Month,5G,112.79,627,34,1,3,0
TEL-14533,12,,4G,82.92,602,27,0,1,0
TEL-14534,51,Month-to-Month,5G,86.3,328,31,4,0,0
TEL-14535,53,2-Year,4G,22.97,410,31,5,1,1
TEL-14536,39,Month-to-Month,5G,46.4,666,30,0,0,0
TEL-14537,38,2-Year,5G,84.79,347,29,4,2,0
TEL-14538,15,2-Year,4G,28.36,659,29,1,0,0
TEL-14539,64,Month-to-Month,4G,85.62,590,36,6,2,1
TEL-14540,40,2-Year,5G,52.43,470,38,1,3,0
TEL-14541,38,Month-to-Month,5G,41.59,649,29,0,2,0
TEL-14542,53,Month-to-Month,4G,94.13,545,16,2,2,1
TEL-14543,47,1-Year,5G,21.39,585,30,3,1,0
TEL-14544,5,Month-to-Month,5G,59.08,480,23,0,0,0
TEL-14545,15,Month-to-Month,4G,76.24,555,24,3,3,1
TEL-14546,56,1-Year,5G,91.29,640,33,0,0,0
TEL-14547,28,1-Year,5G,43.0,454,21,0,1,0
TEL-14548,66,1-Year,5G,119.28,510,35,0,1,0
TEL-14549,67,1-Year,4G,114.95,477,32,0,1,0
TEL-14550,30,2-Year,4G,26.58,375,25,0,0,0
TEL-14551,43,Month-to-Month,5G,75.73,612,10,0,0,0
TEL-14552,59,Month-to-Month,4G,116.97,792,24,7,1,1
TEL-14553,53,Month-to-Month,4G,20.04,563,25,4,0,0
TEL-14554,39,2-Year,4G,32.73,596,32,3,0,0
TEL-14555,20,Month-to-Month,5G,38.12,453,9,4,0,0
TEL-14556,70,1-Year,4G,93.37,474,30,7,0,1
TEL-14557,30,1-Year,5G,85.16,682,28,1,0,0
TEL-14558,11,Month-to-Month,5G,103.61,334,31,0,3,0
TEL-14559,5,2-Year,4G,101.59,483,20,1,0,0
TEL-14560,7,Month-to-Month,5G,43.62,439,9,2,0,0
TEL-14561,2,Month-to-Month,4G,84.1,311,21,0,0,1
TEL-14562,57,Month-to-Month,4G,77.72,561,24,3,0,0
TEL-14563,42,2-Year,4G,73.06,541,49,1,0,0
TEL-14564,34,Month-to-Month,5G,78.15,0,119,1,0,1
TEL-14565,66,Month-to-Month,4G,85.9,796,26,0,1,1
TEL-14566,36,2-Year,4G,23.23,660,34,1,0,0
TEL-14567,65,Month-to-Month,4G,88.67,322,28,0,0,1
TEL-14568,6,Month-to-Month,4G,32.31,524,19,3,0,0
TEL-14569,31,Month-to-Month,5G,103.87,400,23,0,0,0
TEL-14570,36,1-Year,5G,117.36,429,31,2,1,0
TEL-14571,47,2-Year,4G,115.65,512,26,3,1,0
TEL-14572,5,Month-to-Month,4G,57.07,575,20,1,1,1
TEL-14573,32,Month-to-Month,4G,69.35,436,23,1,0,0
TEL-14574,29,Month-to-Month,5G,68.35,728,18,1,0,0
TEL-14575,18,Month-to-Month,4G,56.87,187,16,2,0,0
TEL-14576,3,Month-to-Month,4G,39.63,573,30,2,0,0
TEL-14577,4,Month-to-Month,5G,59.93,403,27,2,1,0
TEL-14578,25,1-Year,5G,85.08,387,30,0,2,0
TEL-14579,16,Month-to-Month,4G,100.35,511,32,2,1,0
TEL-14580,63,1-Year,4G,66.16,367,9,4,4,0
TEL-14581,71,1-Year,5G,53.92,596,32,1,0,0
TEL-14582,44,Month-to-Month,4G,45.7,520,29,8,0,0
TEL-14583,28,Month-to-Month,4G,54.84,351,45,4,0,0
TEL-14584,3,Month-to-Month,5G,25.6,407,12,1,1,0
TEL-14585,10,Month-to-Month,4G,27.77,307,20,3,2,1
TEL-14586,11,2-Year,4G,114.77,317,35,1,1,0
