customer_id,tenure_months,contract_type,network_type,monthly_bill,total_call_duration,days_since_recharge,network_drops,complaints,churn_label,avg_calls_per_month,frustration_index,contract_type_encoded,network_type_encoded,churn_probability,Customer_Segment
TEL-15295,5,Month-to-Month,4G,53.37,430,24,0,0,0,71.67,0.0,2,0,0.2702189784998071,Loyal
TEL-15296,22,1-Year,5G,60.74,753,29,4,0,0,32.74,6.0,0,1,0.03539313305756419,Loyal
TEL-15297,11,Month-to-Month,4G,35.06,754,37,4,1,0,62.83,9.0,2,0,0.4854865945383991,At Risk
TEL-15298,66,1-Year,5G,66.49,419,20,1,4,0,6.25,13.5,0,1,0.08814695374317859,At Risk
TEL-15299,6,Month-to-Month,4G,42.24,285,40,3,0,1,40.71,4.5,2,0,0.2687362704554307,Loyal
TEL-15300,39,Month-to-Month,4G,114.33,182,23,0,0,0,4.55,0.0,2,0,0.17761060747694252,Loyal
TEL-15301,5,Month-to-Month,4G,22.57,499,33,0,0,0,83.17,0.0,2,0,0.2708398989266165,Loyal
TEL-15302,33,Month-to-Month,4G,73.14,517,33,1,0,0,15.21,1.5,2,0,0.18177042955817505,Loyal
TEL-15303,62,2-Year,5G,72.17,441,36,0,0,0,7.0,0.0,1,1,0.01676662793619293,Loyal
TEL-15304,2,1-Year,4G,45.57,554,16,1,1,0,184.67,4.5,0,0,0.09192216432414685,Loyal
TEL-15305,19,Month-to-Month,4G,59.8,320,25,0,3,0,16.0,9.0,2,0,0.4414162885684614,At Risk
TEL-15306,19,Month-to-Month,4G,64.46,690,28,2,1,0,34.5,6.0,2,0,0.29979812761138386,Loyal
TEL-15307,5,Month-to-Month,4G,111.53,200,31,0,0,1,33.33,0.0,2,0,0.3034345458010687,Loyal
TEL-15308,45,Month-to-Month,4G,51.89,552,39,2,0,0,12.0,3.0,2,0,0.1654960041744181,Loyal
TEL-15309,33,Month-to-Month,5G,73.48,416,15,0,0,0,12.24,0.0,2,1,0.0672446612495062,Loyal
TEL-15310,39,1-Year,4G,90.43,589,20,2,1,0,14.73,6.0,0,0,0.05785519668155805,Loyal
TEL-15311,16,Month-to-Month,4G,27.99,0,106,3,0,1,0.0,4.5,2,0,1.0,Dormant
TEL-15312,29,Month-to-Month,4G,91.76,593,41,1,0,0,19.77,1.5,2,0,0.16990615780817744,Loyal
TEL-15313,10,1-Year,5G,103.49,359,6,0,1,0,32.64,3.0,0,1,0.04904011067872974,Loyal
TEL-15314,20,2-Year,4G,68.93,483,34,0,0,0,23.0,0.0,1,0,0.06417498010888806,Loyal
TEL-15315,54,Month-to-Month,5G,62.87,531,17,1,0,0,9.65,1.5,2,1,0.06507978732178273,Loyal
TEL-15316,44,Month-to-Month,4G,49.97,437,26,0,0,0,9.71,0.0,2,0,0.17075498373491121,Loyal
TEL-15317,41,1-Year,4G,117.51,481,11,1,0,0,11.45,1.5,0,0,0.033079998790617834,Loyal
TEL-15318,38,Month-to-Month,5G,113.2,218,24,0,1,0,5.59,3.0,2,1,0.07602062421860889,Loyal
TEL-15319,69,2-Year,5G,54.49,482,26,3,0,0,6.89,4.5,1,1,0.017227572265140167,Loyal
TEL-15320,26,Month-to-Month,4G,34.13,617,31,0,0,0,22.85,0.0,2,0,0.18390619525124274,Loyal
TEL-15321,42,1-Year,4G,37.28,383,40,0,0,0,8.91,0.0,0,0,0.034828929063160166,Loyal
TEL-15322,45,2-Year,4G,57.54,353,19,0,3,0,7.67,9.0,1,0,0.1247918594605176,At Risk
TEL-15323,16,Month-to-Month,4G,86.24,408,26,0,2,0,24.0,6.0,2,0,0.2971901983908567,Loyal
TEL-15324,42,1-Year,4G,40.86,405,16,1,0,0,9.42,1.5,0,0,0.03314910361501881,Loyal
TEL-15325,62,Month-to-Month,4G,21.4,626,39,2,0,0,9.94,3.0,2,0,0.17836406672665286,Loyal
TEL-15326,28,Month-to-Month,4G,107.08,705,41,1,0,0,24.31,1.5,2,0,0.17657004141157018,Loyal
TEL-15327,54,Month-to-Month,4G,43.29,458,35,0,0,0,8.33,0.0,2,0,0.16827255022277746,Loyal
TEL-15328,50,Month-to-Month,4G,73.66,591,32,0,0,0,11.59,0.0,2,0,0.17300023632372494,Loyal
TEL-15329,4,Month-to-Month,5G,23.82,488,20,1,0,0,97.6,1.5,2,1,0.1816354908418369,Loyal
TEL-15330,37,1-Year,4G,25.63,762,21,2,1,0,20.05,6.0,0,0,0.05555756038241671,Loyal
TEL-15331,69,2-Year,4G,84.22,673,16,3,0,0,9.61,4.5,1,0,0.029851479642153136,Loyal
TEL-15332,51,1-Year,5G,87.95,414,36,0,2,1,7.96,6.0,0,1,0.02438953564591657,Loyal
TEL-15333,22,1-Year,5G,114.88,714,18,0,0,0,31.04,0.0,0,1,0.0332566376173983,Loyal
TEL-15334,68,Month-to-Month,4G,29.57,340,36,1,3,1,4.93,10.5,2,0,0.34923827836055965,At Risk
TEL-15335,38,Month-to-Month,4G,108.97,320,36,1,1,1,8.21,4.5,2,0,0.18129072190860776,Loyal
TEL-15336,42,Month-to-Month,4G,56.71,457,52,1,0,0,10.63,1.5,2,0,0.18358749524366735,Loyal
TEL-15337,8,2-Year,5G,99.8,229,2,0,1,1,25.44,3.0,1,1,0.24811043359229756,Loyal
TEL-15338,39,1-Year,4G,62.11,502,23,2,0,0,12.55,3.0,0,0,0.0309458568421485,Loyal
TEL-15339,55,Month-to-Month,4G,104.56,601,30,4,0,0,10.73,6.0,2,0,0.20526410612247023,Loyal
TEL-15340,29,Month-to-Month,4G,112.03,625,14,1,0,0,20.83,1.5,2,0,0.18791891838980224,Loyal
TEL-15341,18,1-Year,4G,67.43,476,33,0,0,0,25.05,0.0,0,0,0.06886865767261746,Loyal
TEL-15342,18,1-Year,4G,87.86,353,31,1,1,0,18.58,4.5,0,0,0.07298030682355723,Loyal
TEL-15343,9,Month-to-Month,4G,84.99,261,28,2,0,0,26.1,3.0,2,0,0.2685312969682688,Loyal
TEL-15344,34,2-Year,5G,37.1,349,17,1,0,0,9.97,1.5,1,1,0.015739220510228028,Loyal
TEL-15345,8,1-Year,4G,33.34,290,24,0,2,0,32.22,6.0,0,0,0.11260554312347161,Loyal
TEL-15346,52,Month-to-Month,4G,67.39,395,20,4,1,1,7.45,9.0,2,0,0.3517553709783084,At Risk
TEL-15347,66,Month-to-Month,4G,51.1,338,16,3,0,0,5.04,4.5,2,0,0.16067192184294535,Loyal
TEL-15348,37,Month-to-Month,5G,110.62,485,20,0,2,0,12.76,6.0,2,1,0.07236504294231605,Loyal
TEL-15349,58,2-Year,4G,34.9,515,43,2,1,0,8.73,6.0,1,0,0.0586374855194422,Loyal
TEL-15350,14,1-Year,4G,37.32,373,26,1,0,0,24.87,1.5,0,0,0.06748162784513766,Loyal
TEL-15351,15,Month-to-Month,4G,90.36,613,10,0,0,0,38.31,0.0,2,0,0.28681451974068656,Loyal
TEL-15352,49,Month-to-Month,4G,40.18,621,37,4,0,0,12.42,6.0,2,0,0.21427318223245023,Loyal
TEL-15353,17,1-Year,4G,100.06,142,34,4,1,0,7.89,9.0,0,0,0.21006675606229677,At Risk
TEL-15354,49,Month-to-Month,4G,93.85,392,38,7,0,1,7.84,10.5,2,0,0.36142537747288495,At Risk
TEL-15355,8,Month-to-Month,4G,54.17,237,35,0,2,1,26.33,6.0,2,0,0.31699611409525796,Loyal
TEL-15356,25,1-Year,4G,54.16,680,31,0,0,0,26.15,0.0,0,0,0.04895885438071502,Loyal
TEL-15357,9,Month-to-Month,4G,40.15,540,21,1,1,0,54.0,4.5,2,0,0.2682336094268507,Loyal
TEL-15358,71,1-Year,4G,112.32,626,39,1,0,0,8.69,1.5,0,0,0.028562193251913864,Loyal
TEL-15359,20,Month-to-Month,5G,74.64,526,19,3,4,1,25.05,16.5,2,1,0.4468988282490715,At Risk
TEL-15360,45,Month-to-Month,4G,39.44,893,19,0,0,0,19.41,0.0,2,0,0.185375968832737,Loyal
TEL-15361,22,Month-to-Month,4G,68.91,537,17,1,0,0,23.35,1.5,2,0,0.28231025497969636,Loyal
TEL-15362,28,Month-to-Month,4G,100.91,452,22,0,2,1,15.59,6.0,2,0,0.23017707199176962,Loyal
TEL-15363,25,1-Year,4G,42.15,419,39,1,1,0,16.12,4.5,0,0,0.04240451667403157,Loyal
TEL-15364,20,1-Year,4G,78.48,260,25,0,1,0,12.38,3.0,0,0,0.052916671776069076,Loyal
TEL-15365,46,Month-to-Month,5G,60.0,614,27,0,2,1,13.06,6.0,2,1,0.09789846979620327,Loyal
TEL-15366,52,Month-to-Month,5G,33.71,416,29,1,0,0,7.85,1.5,2,1,0.06996781050276668,Loyal
TEL-15367,26,2-Year,4G,34.62,797,17,1,0,0,29.52,1.5,1,0,0.06233288297969551,Loyal
TEL-15368,23,1-Year,5G,34.91,597,7,5,0,0,24.88,7.5,0,1,0.18277863764641733,Loyal
TEL-15369,50,Month-to-Month,4G,33.35,552,34,1,0,1,10.82,1.5,2,0,0.18239517533972754,Loyal
TEL-15370,69,1-Year,4G,117.26,311,23,1,2,0,4.44,7.5,0,0,0.09513586874784163,Loyal
TEL-15371,34,1-Year,5G,116.75,608,23,0,2,0,17.37,6.0,0,1,0.019296529121799185,Loyal
TEL-15372,36,2-Year,4G,53.04,442,29,0,0,0,11.95,0.0,1,0,0.029347564198877588,Loyal
TEL-15373,49,2-Year,4G,115.16,296,30,1,0,0,5.92,1.5,1,0,0.02777880110936216,Loyal
TEL-15374,42,Month-to-Month,5G,66.46,375,43,0,0,0,8.72,0.0,2,1,0.07109807740195921,Loyal
TEL-15375,23,2-Year,5G,31.82,496,33,0,0,0,20.67,0.0,1,1,0.03110489115615045,Loyal
TEL-15376,70,Month-to-Month,4G,52.33,770,32,0,3,0,10.85,9.0,2,0,0.37832639761981746,At Risk
TEL-15377,38,Month-to-Month,4G,45.99,0,114,1,0,1,0.0,1.5,2,0,0.9917898832684824,Dormant
TEL-15378,9,Month-to-Month,4G,93.76,312,39,5,0,0,31.2,7.5,2,0,0.46035666637311984,Loyal
TEL-15379,7,Month-to-Month,4G,108.53,434,31,0,0,1,54.25,0.0,2,0,0.2880438288961789,Loyal
TEL-15380,22,Month-to-Month,5G,54.55,322,16,3,0,1,14.0,4.5,2,1,0.14632923128870867,Loyal
TEL-15381,15,2-Year,4G,59.23,432,18,1,0,0,27.0,1.5,1,0,0.06557849364432394,Loyal
TEL-15382,41,1-Year,5G,69.46,309,39,3,0,0,7.36,4.5,0,1,0.023031808858799314,Loyal
TEL-15383,40,Month-to-Month,4G,119.46,311,26,4,0,0,7.59,6.0,2,0,0.21030282475148174,Loyal
TEL-15384,60,Month-to-Month,5G,24.36,380,36,0,0,0,6.23,0.0,2,1,0.083649053895782,Loyal
TEL-15385,54,2-Year,4G,105.0,336,37,0,0,0,6.11,0.0,1,0,0.02751856146262984,Loyal
TEL-15386,6,Month-to-Month,4G,95.39,466,39,6,0,0,66.57,9.0,2,0,0.49337317167642325,At Risk
TEL-15387,10,Month-to-Month,4G,66.78,466,34,0,0,0,42.36,0.0,2,0,0.26652089000213147,Loyal
TEL-15388,45,Month-to-Month,5G,23.33,249,16,0,0,0,5.41,0.0,2,1,0.07096320636310435,Loyal
TEL-15389,53,Month-to-Month,5G,79.82,469,20,1,0,1,8.69,1.5,2,1,0.06547549395166766,Loyal
TEL-15390,53,2-Year,5G,67.15,302,35,0,0,0,5.59,0.0,1,1,0.014556183286266735,Loyal
TEL-15391,44,Month-to-Month,4G,85.18,269,43,8,0,0,5.98,12.0,2,0,0.35522181357651456,At Risk
TEL-15392,70,Month-to-Month,4G,109.58,516,18,7,4,1,7.27,22.5,2,0,0.49349656122927404,At Risk
TEL-15393,47,2-Year,5G,108.99,709,1,11,2,0,14.77,22.5,1,1,0.26673868423767805,At Risk
TEL-15394,7,1-Year,5G,86.74,508,22,1,0,0,63.5,1.5,0,1,0.028025325555548743,Loyal
TEL-15395,24,Month-to-Month,5G,25.42,542,35,0,3,1,21.68,9.0,2,1,0.4368566388616513,At Risk
TEL-15396,13,2-Year,5G,105.33,652,25,3,2,0,46.57,10.5,1,1,0.19933598557535454,At Risk
TEL-15397,55,Month-to-Month,4G,35.79,530,16,2,3,0,9.46,12.0,2,0,0.36710108842381034,At Risk
TEL-15398,11,Month-to-Month,5G,87.83,648,30,2,2,1,54.0,9.0,2,1,0.37123329491128715,At Risk
TEL-15399,20,1-Year,5G,117.05,665,27,0,0,0,31.67,0.0,0,1,0.04114066915384977,Loyal
TEL-15400,43,2-Year,5G,92.02,302,51,1,0,0,6.86,1.5,1,1,0.04688835501004696,Loyal
TEL-15401,12,1-Year,4G,59.9,543,44,0,0,0,41.77,0.0,0,0,0.05959967786197168,Loyal
TEL-15402,32,2-Year,4G,36.44,402,21,2,1,0,12.18,6.0,1,0,0.05046087276511033,Loyal
TEL-15403,69,Month-to-Month,4G,57.62,341,47,0,1,0,4.87,3.0,2,0,0.1798738391962765,Loyal
TEL-15404,51,1-Year,4G,25.65,474,29,4,2,0,9.12,12.0,0,0,0.14577318907576656,At Risk
TEL-15405,57,2-Year,4G,45.79,449,38,5,0,0,7.74,7.5,1,0,0.10352212417230333,Loyal
TEL-15406,38,1-Year,5G,111.41,684,20,2,1,0,17.54,6.0,0,1,0.018005847787248425,Loyal
TEL-15407,30,2-Year,4G,53.14,562,36,2,2,1,18.13,9.0,1,0,0.18632981438738175,At Risk
TEL-15408,65,2-Year,5G,92.33,556,36,0,0,0,8.42,0.0,1,1,0.018436253870283595,Loyal
TEL-15409,65,Month-to-Month,4G,71.61,646,14,1,0,1,9.79,1.5,2,0,0.16940910870326892,Loyal
TEL-15410,47,Month-to-Month,4G,46.92,585,21,0,0,0,12.19,0.0,2,0,0.17377107014251297,Loyal
TEL-15411,18,1-Year,4G,68.8,405,33,1,0,0,21.32,1.5,0,0,0.07746396470968758,Loyal
TEL-15412,13,2-Year,4G,67.25,581,30,0,0,0,41.5,0.0,1,0,0.06328127819152154,Loyal
TEL-15413,3,Month-to-Month,4G,74.26,281,35,0,0,0,70.25,0.0,2,0,0.27044882292427735,Loyal
TEL-15414,48,1-Year,5G,46.35,303,29,0,0,0,6.18,0.0,0,1,0.014530463545184523,Loyal
TEL-15415,57,Month-to-Month,4G,101.53,363,33,4,3,1,6.26,15.0,2,0,0.3981663423307002,At Risk
TEL-15416,8,Month-to-Month,5G,63.81,373,23,0,0,1,41.44,0.0,2,1,0.1516391903314396,Loyal
TEL-15417,42,1-Year,4G,56.07,580,28,0,0,0,13.49,0.0,0,0,0.033007484040158123,Loyal
TEL-15418,41,1-Year,4G,91.08,522,13,1,0,0,12.43,1.5,0,0,0.03074800817033106,Loyal
TEL-15419,42,Month-to-Month,5G,44.96,649,30,1,0,0,15.09,1.5,2,1,0.07965649768754177,Loyal
TEL-15420,33,1-Year,4G,116.44,478,26,5,0,0,14.06,7.5,0,0,0.11852565269550451,Loyal
TEL-15421,66,Month-to-Month,4G,27.48,467,9,0,0,0,6.97,0.0,2,0,0.16948360671699483,Loyal
TEL-15422,26,Month-to-Month,4G,29.33,493,31,1,0,0,18.26,1.5,2,0,0.18334741913590524,Loyal
TEL-15423,2,Month-to-Month,4G,101.96,585,41,2,0,1,195.0,3.0,2,0,0.2865517631937335,Loyal
TEL-15424,23,1-Year,5G,119.4,339,23,1,0,0,14.13,1.5,0,1,0.041856572191464464,Loyal
TEL-15425,41,Month-to-Month,4G,55.82,417,25,3,0,0,9.93,4.5,2,0,0.16502820524000922,Loyal
TEL-15426,30,Month-to-Month,5G,34.18,576,26,1,0,0,18.58,1.5,2,1,0.07846404358262828,Loyal
TEL-15427,9,Month-to-Month,5G,93.73,423,15,4,1,0,42.3,9.0,2,1,0.3482325985910015,At Risk
TEL-15428,62,Month-to-Month,5G,103.25,323,31,0,0,0,5.13,0.0,2,1,0.07693783066667399,Loyal
TEL-15429,43,Month-to-Month,4G,110.93,455,40,0,1,1,10.34,3.0,2,0,0.17960158414035277,Loyal
TEL-15430,53,Month-to-Month,4G,48.51,157,29,0,0,0,2.91,0.0,2,0,0.143720590549264,Loyal
TEL-15431,9,Month-to-Month,4G,115.66,0,115,2,1,1,0.0,6.0,2,0,0.9994444444444445,Dormant
TEL-15432,12,2-Year,4G,54.91,523,1,1,0,0,40.23,1.5,1,0,0.05313702515242092,Loyal
TEL-15433,54,1-Year,4G,77.37,448,19,1,0,0,8.15,1.5,0,0,0.03178494067466629,Loyal
TEL-15434,14,Month-to-Month,4G,88.58,414,33,2,1,1,27.6,6.0,2,0,0.30884412079213686,Loyal
TEL-15435,5,Month-to-Month,4G,42.89,566,28,0,2,1,94.33,6.0,2,0,0.3324096545029316,Loyal
TEL-15436,11,2-Year,5G,38.57,494,19,0,0,0,41.17,0.0,1,1,0.039982359449365984,Loyal
TEL-15437,61,Month-to-Month,4G,59.63,687,24,1,1,0,11.08,4.5,2,0,0.17207727790257646,Loyal
TEL-15438,23,Month-to-Month,5G,57.03,508,5,0,1,0,21.17,3.0,2,1,0.13980583101912208,Loyal
TEL-15439,56,Month-to-Month,4G,68.82,902,40,0,3,0,15.82,9.0,2,0,0.39136209055070154,At Risk
TEL-15440,32,2-Year,4G,82.26,460,23,0,0,0,13.94,0.0,1,0,0.028917658022856462,Loyal
TEL-15441,32,1-Year,4G,59.68,403,18,0,0,0,12.21,0.0,0,0,0.02956130684460516,Loyal
TEL-15442,48,Month-to-Month,4G,61.98,518,32,0,1,0,10.57,3.0,2,0,0.17050592659366026,Loyal
TEL-15443,2,Month-to-Month,5G,99.92,490,35,2,0,0,163.33,3.0,2,1,0.13516173206754195,Loyal
TEL-15444,70,Month-to-Month,4G,61.07,322,30,5,4,0,4.54,19.5,2,0,0.40065813076075935,At Risk
TEL-15445,30,Month-to-Month,4G,52.05,232,35,0,4,0,7.48,12.0,2,0,0.39157291840435393,At Risk
TEL-15446,11,1-Year,5G,118.82,585,32,6,3,0,48.75,18.0,0,1,0.250115680879788,At Risk
TEL-15447,51,Month-to-Month,5G,95.8,535,37,1,0,0,10.29,1.5,2,1,0.0742509472477868,Loyal
TEL-15448,29,1-Year,5G,116.73,476,23,0,1,0,15.87,3.0,0,1,0.020466393497607392,Loyal
TEL-15449,21,Month-to-Month,4G,25.95,425,38,0,1,1,19.32,3.0,2,0,0.31437365951446794,Loyal
TEL-15450,17,Month-to-Month,4G,51.64,435,29,3,0,0,24.17,4.5,2,0,0.2643795289911544,Loyal
TEL-15451,15,1-Year,4G,106.95,386,14,11,0,0,24.13,16.5,0,0,0.265038322613637,At Risk
TEL-15452,63,Month-to-Month,4G,63.91,580,42,2,1,0,9.06,6.0,2,0,0.23377417264676026,Loyal
TEL-15453,34,Month-to-Month,5G,54.27,839,20,0,0,0,23.97,0.0,2,1,0.06928915941002496,Loyal
TEL-15454,26,Month-to-Month,5G,113.3,724,40,0,3,1,26.81,9.0,2,1,0.26706379252477136,At Risk
TEL-15455,46,Month-to-Month,4G,53.71,261,28,2,0,0,5.55,3.0,2,0,0.17061021500177567,Loyal
TEL-15456,59,2-Year,4G,51.06,715,39,1,3,0,11.92,10.5,1,0,0.11996189181123414,At Risk
TEL-15457,56,1-Year,4G,70.24,419,38,1,3,0,7.35,10.5,0,0,0.1254917982055224,At Risk
TEL-15458,18,Month-to-Month,4G,20.42,879,32,6,1,1,46.26,12.0,2,0,0.5075469062583751,At Risk
TEL-15459,1,Month-to-Month,4G,55.59,277,7,5,0,1,138.5,7.5,2,0,0.35297631992789824,Loyal
TEL-15460,55,2-Year,4G,77.15,496,31,1,0,0,8.86,1.5,1,0,0.029833434374292155,Loyal
TEL-15461,46,1-Year,5G,28.69,737,20,0,0,0,15.68,0.0,0,1,0.017870293805187926,Loyal
TEL-15462,34,Month-to-Month,4G,99.14,376,19,1,4,0,10.74,13.5,2,0,0.4063836492722709,At Risk
TEL-15463,66,Month-to-Month,4G,93.11,248,20,4,0,0,3.7,6.0,2,0,0.18320388438941682,Loyal
TEL-15464,1,Month-to-Month,4G,27.76,586,36,0,0,0,293.0,0.0,2,0,0.2568650008480748,Loyal
TEL-15465,66,1-Year,4G,67.06,733,29,1,0,0,10.94,1.5,0,0,0.02648850406127394,Loyal
TEL-15466,5,Month-to-Month,4G,95.79,592,36,1,0,0,98.67,1.5,2,0,0.27585091652520083,Loyal
TEL-15467,63,2-Year,4G,22.0,531,29,0,1,0,8.3,3.0,1,0,0.029840260609429868,Loyal
TEL-15468,30,Month-to-Month,4G,68.05,567,34,1,0,0,18.29,1.5,2,0,0.1669554266798985,Loyal
TEL-15469,25,Month-to-Month,5G,34.13,685,31,3,0,0,26.35,4.5,2,1,0.10472857914017532,Loyal
TEL-15470,59,2-Year,4G,24.19,496,34,2,1,0,8.27,6.0,1,0,0.05691345950051937,Loyal
TEL-15471,13,2-Year,4G,90.41,648,13,0,0,0,46.29,0.0,1,0,0.0653977831993005,Loyal
TEL-15472,39,Month-to-Month,4G,113.89,420,31,0,0,1,10.5,0.0,2,0,0.182036609967825,Loyal
TEL-15473,10,Month-to-Month,5G,99.45,513,24,3,0,0,46.64,4.5,2,1,0.13751827079494508,Loyal
TEL-15474,43,Month-to-Month,5G,109.28,474,42,0,0,0,10.77,0.0,2,1,0.06857878144257162,Loyal
TEL-15475,62,Month-to-Month,5G,50.72,614,54,0,0,0,9.75,0.0,2,1,0.10481876721314784,Loyal
TEL-15476,30,Month-to-Month,4G,67.81,578,25,4,0,0,18.65,6.0,2,0,0.20771001135166436,Loyal
TEL-15477,10,2-Year,4G,63.03,850,39,2,2,0,77.27,9.0,1,0,0.23660436438945287,At Risk
TEL-15478,7,Month-to-Month,4G,102.59,475,19,1,3,1,59.38,10.5,2,0,0.4789395332740479,At Risk
TEL-15479,40,Month-to-Month,4G,112.92,716,25,2,1,0,17.46,6.0,2,0,0.2074032123093863,Loyal
TEL-15480,9,Month-to-Month,5G,94.09,406,30,5,0,0,40.6,7.5,2,1,0.3319544966871619,Loyal
TEL-15481,17,2-Year,4G,69.98,490,40,0,0,0,27.22,0.0,1,0,0.06493750861440133,Loyal
TEL-15482,52,2-Year,4G,63.38,421,28,0,3,0,7.94,9.0,1,0,0.12412804116749576,At Risk
TEL-15483,9,Month-to-Month,5G,77.16,784,27,0,0,0,78.4,0.0,2,1,0.15370290759194427,Loyal
TEL-15484,38,1-Year,5G,39.23,454,36,2,0,0,11.64,3.0,0,1,0.01703865228405131,Loyal
TEL-15485,54,2-Year,4G,85.74,820,33,0,0,0,14.91,0.0,1,0,0.03510111051150845,Loyal
TEL-15486,52,Month-to-Month,5G,24.49,453,11,1,0,0,8.55,1.5,2,1,0.06262137326831485,Loyal
TEL-15487,22,Month-to-Month,4G,48.35,520,40,3,4,0,22.61,16.5,2,0,0.47653742948247635,At Risk
TEL-15488,54,Month-to-Month,4G,107.34,265,34,0,0,1,4.82,0.0,2,0,0.1710200942375398,Loyal
TEL-15489,36,2-Year,5G,88.5,278,20,1,0,0,7.51,1.5,1,1,0.015484456494878469,Loyal
TEL-15490,4,1-Year,4G,68.71,399,35,2,1,0,79.8,6.0,0,0,0.11023233767740338,Loyal
TEL-15491,59,Month-to-Month,5G,43.99,191,50,1,0,0,3.18,1.5,2,1,0.0964656885399037,Loyal
TEL-15492,11,Month-to-Month,4G,107.4,531,21,0,2,1,44.25,6.0,2,0,0.28387423634637693,Loyal
TEL-15493,13,2-Year,4G,73.55,719,34,0,3,1,51.36,9.0,1,0,0.26304681230155613,At Risk
TEL-15494,51,1-Year,4G,30.48,237,24,4,0,0,4.56,6.0,0,0,0.05905744023274803,Loyal
TEL-15495,11,2-Year,5G,85.84,240,35,6,0,0,20.0,9.0,1,1,0.1553916707947465,At Risk
TEL-15496,35,Month-to-Month,4G,31.71,505,35,2,0,0,14.03,3.0,2,0,0.18294526454608473,Loyal
TEL-15497,28,Month-to-Month,5G,29.43,800,49,2,0,0,27.59,3.0,2,1,0.09449806427572371,Loyal
TEL-15498,30,Month-to-Month,5G,88.31,0,109,0,1,1,0.0,3.0,2,1,0.9884565499351491,Dormant
TEL-15499,22,Month-to-Month,4G,101.51,464,29,1,0,0,20.17,1.5,2,0,0.27589863737127235,Loyal
TEL-15500,11,1-Year,4G,98.49,591,10,9,0,0,49.25,13.5,0,0,0.270420581869744,At Risk
TEL-15501,19,1-Year,5G,81.87,517,37,1,0,0,25.85,1.5,0,1,0.030504723234122334,Loyal
TEL-15502,7,Month-to-Month,4G,109.27,386,39,1,2,0,48.25,7.5,2,0,0.4636004923821834,Loyal
TEL-15503,37,2-Year,5G,103.27,518,39,3,0,0,13.63,4.5,1,1,0.022772053019794666,Loyal
TEL-15504,23,2-Year,4G,44.77,412,20,5,2,0,17.17,13.5,1,0,0.2308650960017705,At Risk
TEL-15505,29,Month-to-Month,4G,26.47,583,34,0,1,0,19.43,3.0,2,0,0.1848785411648821,Loyal
TEL-15506,5,Month-to-Month,5G,67.12,570,42,0,1,0,95.0,3.0,2,1,0.16309597913115825,Loyal
TEL-15507,36,1-Year,5G,34.85,10,23,0,0,0,0.27,0.0,0,1,0.06338631909428658,Loyal
TEL-15508,17,1-Year,4G,23.66,803,27,3,0,0,44.61,4.5,0,0,0.07599453466420286,Loyal
TEL-15509,42,Month-to-Month,4G,113.84,507,28,0,1,0,11.79,3.0,2,0,0.17721504128627288,Loyal
TEL-15510,12,1-Year,4G,69.16,699,27,1,0,0,53.77,1.5,0,0,0.056641900672803294,Loyal
TEL-15511,14,Month-to-Month,5G,79.22,592,28,0,0,0,39.47,0.0,2,1,0.14603044193861062,Loyal
TEL-15512,33,2-Year,4G,104.05,562,28,3,0,0,16.53,4.5,1,0,0.0347852158607327,Loyal
TEL-15513,10,Month-to-Month,5G,72.81,0,73,1,0,1,0.0,1.5,2,1,0.9903687549563839,Dormant
TEL-15514,51,Month-to-Month,4G,79.16,565,33,3,3,1,10.87,13.5,2,0,0.3963531514486523,At Risk
TEL-15515,22,Month-to-Month,5G,107.6,697,25,0,0,0,30.3,0.0,2,1,0.13496804568496423,Loyal
TEL-15516,1,1-Year,5G,111.4,274,46,5,0,0,137.0,7.5,0,1,0.13845288275233808,Loyal
TEL-15517,26,2-Year,5G,95.46,514,41,3,0,0,19.04,4.5,1,1,0.022142432157757668,Loyal
TEL-15518,33,Month-to-Month,5G,21.01,0,73,5,1,1,0.0,10.5,2,1,0.9963636363636362,Dormant
TEL-15519,71,Month-to-Month,4G,68.8,400,17,2,0,0,5.56,3.0,2,0,0.16481741442026793,Loyal
TEL-15520,44,Month-to-Month,4G,105.06,455,31,0,1,0,10.11,3.0,2,0,0.17492174247149544,Loyal
TEL-15521,67,Month-to-Month,4G,75.23,176,27,2,0,0,2.59,3.0,2,0,0.14053810289070845,Loyal
TEL-15522,46,Month-to-Month,5G,40.75,707,20,3,0,0,15.04,4.5,2,1,0.07805773617432087,Loyal
TEL-15523,4,Month-to-Month,5G,80.0,482,33,5,1,1,96.4,10.5,2,1,0.37291640624179434,At Risk
TEL-15524,62,Month-to-Month,5G,93.44,646,33,3,2,0,10.25,10.5,2,1,0.2422109938960682,At Risk
TEL-15525,24,Month-to-Month,4G,59.97,310,22,5,2,1,12.4,13.5,2,0,0.4406019567607878,At Risk
TEL-15526,9,Month-to-Month,4G,105.13,553,32,2,1,0,55.3,6.0,2,0,0.2838138254413217,Loyal
TEL-15527,17,1-Year,4G,68.54,264,7,0,1,0,14.67,3.0,0,0,0.06878960449153648,Loyal
TEL-15528,4,Month-to-Month,4G,99.61,392,18,0,0,0,78.4,0.0,2,0,0.2839794921144655,Loyal
TEL-15529,71,Month-to-Month,5G,61.33,749,36,1,0,0,10.4,1.5,2,1,0.08044974302427914,Loyal
TEL-15530,58,1-Year,5G,115.18,110,26,7,2,0,1.86,16.5,0,1,0.14190612842108957,At Risk
